"","ERR188044","ERR188104","ERR188234","ERR188245","ERR188257","ERR188273","ERR188337","ERR188383","ERR188401","ERR188428","ERR188454","ERR204916"
"NM_001204160",7.6817564582512,7.38205262846644,7.68422362081375,7.73489566875631,7.71742585086582,8.83736395631259,7.68230897063899,7.70791347455429,7.38205262846644,7.73954057202614,7.70278987846937,7.70662113091051
"NM_001284343",8.25204265153184,7.68347298157834,8.43217996107455,8.08668545714313,7.71742585086582,8.50404976985947,8.07148303561929,8.08123660571358,8.1851548159885,8.33852278844173,7.70278987846937,8.45440710159803
"NM_015960",9.52101687266783,9.80393016934791,9.75297307298097,9.90420446858325,9.78116279525586,9.61532585929543,9.66989953037008,9.72141872473847,9.7924048629292,9.87972604269832,9.48705908039625,9.82605759513765
"NR_040005",7.38205262846644,7.38205262846644,7.829145942891,7.99763865353364,7.38205262846644,7.38205262846644,7.38205262846644,7.38205262846644,7.90946490358753,7.73954057202614,7.38205262846644,8.28433478552079
"NM_015350",8.55943219475666,8.44971292087745,8.62173560739494,7.73489566875631,7.71742585086582,7.79345927812807,7.68230897063899,7.70791347455429,7.66642725412686,7.73954057202614,7.70278987846937,7.70662113091051
"NM_001168531",7.38205262846644,7.38205262846644,7.68422362081375,7.38205262846644,7.38205262846644,7.38205262846644,7.92995691315467,7.38205262846644,8.02124229378333,7.38205262846644,7.38205262846644,7.89806942310973
"NR_046356",7.82624916454103,7.97735336117963,7.38205262846644,7.38205262846644,7.80974409863031,7.38205262846644,7.82689805970893,7.8996352211576,7.84912905362865,7.83413072323544,7.79356139532279,7.38205262846644
"NM_001005335",12.5453350059632,12.9301889116649,13.2320505850409,12.6742018674989,12.6438507129245,12.9560491375313,12.4797271163076,12.1641830867635,12.7015974366542,12.8480236933013,12.3230253390094,12.6416223377855
"NM_001161353",7.38205262846644,7.68347298157834,7.68422362081375,7.73489566875631,7.71742585086582,7.79345927812807,7.68230897063899,7.70791347455429,7.66642725412686,7.73954057202614,8.36778450955357,7.38205262846644
"NM_004126",9.00339736805934,8.66824536204392,8.07432948850476,8.08668545714313,8.52859723903705,8.22465170761629,8.28309333941765,8.46190544566542,8.44102754371283,8.40234653883518,8.3514014871875,8.73303021598598
"NR_024540",8.27626781769864,8.27949974228035,8.43217996107455,8.37960495894307,8.13712940007667,8.27015864070458,8.11778360680905,8.28671434492847,8.27966475432885,8.28894834112416,8.44558241487914,8.26274017177037
"NM_001014795",8.55943219475666,8.49987391397968,8.515281447752,8.74959297538812,8.55761826245967,8.22465170761629,8.42776579100805,8.39954964726674,8.52367492381562,8.54788484477959,8.72306703767064,8.53352763880943
"NM_002922",12.026142313515,13.0524844028553,11.5561057571031,12.8927749977719,12.2199222668032,11.1395414147902,11.74723846156,12.2493025763147,12.5932760015878,12.0905545691316,12.1610165519113,13.0249599990996
"NM_021204",10.4168517903034,10.6761993498326,10.2306804337957,10.5764055106439,10.5551025066024,10.3476785177229,10.5832815596768,10.6373133667458,10.6636433431538,10.706868184994,10.4978694008928,10.4433528747457
"NR_102401",7.97504130801363,7.38205262846644,8.03180250752886,8.7746363188376,8.13712940007667,7.38205262846644,8.16525128454877,8.13499826486959,8.48859714352975,8.51260766502716,7.85088498473746,8.25520067290178
"NM_001197319",7.6817564582512,8.07321340274118,7.68422362081375,7.73489566875631,8.39836227342072,7.38205262846644,8.55179861642036,7.70791347455429,7.66642725412686,7.73954057202614,8.18995190868615,7.70662113091051
"NM_001242729",7.38205262846644,7.7721423711094,7.38205262846644,7.38205262846644,7.80974409863031,7.38205262846644,7.38205262846644,7.79923065327577,7.84912905362865,7.38205262846644,7.89342555611196,7.38205262846644
"NM_001001329",9.04309025691197,8.44971292087745,9.42597685548264,9.11482508509759,8.97140423134248,8.75121534290587,8.89171663391457,9.01016704291607,8.78057392911641,8.65144349853558,9.07790079615553,8.7389096946563
"NM_001256182",8.85329476381244,9.0403455485961,7.68422362081375,7.73489566875631,9.51034239665963,7.79345927812807,8.79797806776084,8.66653481428652,8.94602255604403,8.93321522452681,8.99338780992057,8.6062958578133
"NM_001261382",7.6817564582512,8.24225861495553,8.28091493618207,8.41175490009159,7.71742585086582,7.38205262846644,8.38233060575714,7.70791347455429,7.38205262846644,8.26111681823608,8.3886196089469,7.70662113091051
"NM_001276294",8.725604204802,8.64425516914119,8.75119767077472,8.65028646473545,8.77941708448053,8.10186224748642,8.66192525928323,8.68557536452114,8.52930557274713,8.78715823846785,8.65713356449495,7.8553584575989
"NM_001256183",9.94358843419429,10.1733358640512,10.0567738995098,10.0707555430328,10.0338116141262,10.0626626849571,9.96591841889948,10.1276180295347,10.124098515245,9.97994098162116,10.0204374040899,10.5762773297492
"NM_032385",8.11692117317336,7.97735336117963,8.07432948850476,8.08668545714313,8.02312529359321,8.07366670008022,8.04416314524609,8.10966241907287,7.99062066545839,7.83413072323544,7.89342555611196,7.89806942310973
"NM_176801",7.82624916454103,7.68347298157834,7.87086803190946,7.99763865353364,7.91115199126191,7.79345927812807,8.63255099169791,7.8996352211576,7.66642725412686,7.73954057202614,8.76547008036295,7.93236865004027
"NM_001165938",7.6817564582512,7.68347298157834,7.68422362081375,7.73489566875631,7.71742585086582,7.79345927812807,7.68230897063899,7.70791347455429,7.66642725412686,7.73954057202614,7.70278987846937,7.70662113091051
"NM_001127383",7.38205262846644,7.38205262846644,7.38205262846644,7.38205262846644,7.38205262846644,7.38205262846644,7.38205262846644,7.38205262846644,8.56723661953603,8.14280972299471,7.38205262846644,7.38205262846644
"NM_001255981",7.38205262846644,7.38205262846644,7.38205262846644,7.38205262846644,7.38205262846644,7.79345927812807,7.38205262846644,7.38205262846644,7.38205262846644,8.09326002622613,7.38205262846644,7.38205262846644
"NM_021827",7.6817564582512,7.95579453651494,7.77297612490414,7.99763865353364,7.71742585086582,7.38205262846644,7.68230897063899,7.98801266102581,7.66642725412686,8.00362908703906,7.92757564832922,7.98630854925653
"NM_001003785",7.6817564582512,7.68347298157834,8.24360824207439,7.73489566875631,7.71742585086582,7.79345927812807,8.01282349305516,8.27243816488875,7.66642725412686,8.20824058389014,7.70278987846937,8.15589190723308
"NR_110627",7.38205262846644,7.38205262846644,7.38205262846644,7.38205262846644,7.91115199126191,7.38205262846644,7.86853550597244,7.85686651298323,7.80820419906351,7.38205262846644,7.38205262846644,7.38205262846644
"NM_001271644",7.38205262846644,7.95579453651494,7.38205262846644,7.38205262846644,7.38205262846644,7.38205262846644,7.38205262846644,7.98801266102581,7.38205262846644,8.05307059432519,7.38205262846644,7.38205262846644
"NR_073477",8.60881929875441,7.38205262846644,8.46638840932663,7.73489566875631,8.47495432456511,9.26725246798327,8.74200574496609,7.38205262846644,8.51223711699375,7.73954057202614,8.68772316914644,7.38205262846644
"NM_001042522",8.0949585242987,7.7721423711094,7.68422362081375,7.73489566875631,7.71742585086582,7.38205262846644,7.68230897063899,7.8996352211576,7.66642725412686,7.73954057202614,7.70278987846937,7.38205262846644
"NR_034069",7.6817564582512,7.68347298157834,8.35925238332339,7.73489566875631,7.71742585086582,9.2249922641759,8.55486570909861,8.95722687586168,7.66642725412686,7.73954057202614,8.77099106608891,7.70662113091051
"NM_001248003",10.6998541742549,9.55562611554297,9.33872180436432,8.9783760697998,9.10843758907831,7.79345927812807,8.60481101337843,7.70791347455429,8.96002940192783,9.60436076583598,8.62532932018326,9.54835391174714
"NM_001291858",7.6817564582512,8.22176634858661,8.23008526045582,7.99763865353364,8.19433614138616,7.89331370231568,8.12804879696559,8.326220179105,8.17074892001412,8.26111681823608,8.3514014871875,8.21437291345317
"NM_001199099",8.3587379795155,8.46457385748839,8.46638840932663,8.28938318183597,8.41476115708913,8.42719433503296,8.25305061781686,8.36179181564247,8.13069463695628,8.31461479037483,7.38205262846644,8.3863880811594
"NM_025241",8.59752841813025,9.47249381886177,9.55292749938189,10.1493221934383,9.8207186946813,9.52017944833064,9.46882907318913,10.3152589714299,10.0738504024543,9.76305957268475,10.3493895013739,9.81810963092243
"NM_001284349",7.92924505856371,7.7721423711094,7.38205262846644,7.99763865353364,7.71742585086582,7.79345927812807,7.90191397025214,7.38205262846644,8.0349959047658,7.93789495024804,7.95631520393151,7.8553584575989
"NM_001025780",9.93860964618051,10.0038260153352,9.87296452174524,9.94882003401838,9.90352627498172,9.68484009199596,10.1187715838831,10.0068961774568,9.98912691592086,10.1063776368516,10.0492365475838,9.96325844315299
"NR_027064",7.95353097333811,8.04584457322799,8.09872178837797,8.06762854714408,7.94588019861319,8.04136482467228,7.38205262846644,8.12266782075875,7.97334779163655,7.89365224904039,7.92757564832922,7.93236865004027
"NM_001164459",8.22572615354687,7.68347298157834,7.68422362081375,7.38205262846644,7.38205262846644,8.18980017622787,7.38205262846644,7.70791347455429,7.66642725412686,7.38205262846644,7.38205262846644,7.38205262846644
"NM_030639",7.6817564582512,8.18392755878237,7.68422362081375,7.73489566875631,7.71742585086582,7.38205262846644,7.68230897063899,8.17894070084283,7.66642725412686,7.73954057202614,7.98125741846107,7.70662113091051
"NM_007314",7.38205262846644,7.38205262846644,7.38205262846644,7.73489566875631,7.71742585086582,7.38205262846644,8.79342557519976,7.70791347455429,7.38205262846644,7.73954057202614,7.70278987846937,8.29122446168226
"NM_001199580",10.2948688217381,9.30119173221592,9.29143399817112,9.66860851160297,9.035359356061,9.5853256805564,9.4702221842309,9.67172581717583,9.40236411350998,9.96293916631672,9.01387208918925,9.3688375224278
"NM_004313",8.88308247472777,9.61777633011707,9.71776953483745,9.45626555468616,9.10606096321788,9.32661719509026,9.41340076938972,9.01487958082409,9.13792489853556,9.80359571225571,9.10357225992115,9.17207859352167
"NM_001282770",8.33000925641013,8.35768277000275,8.41200605394803,7.96772790127003,8.02312529359321,7.38205262846644,8.21257837240706,8.24178718455067,8.15549108539316,7.38205262846644,8.34578042610981,8.41683676230054
"NM_001199659",7.38205262846644,8.13974845921647,7.38205262846644,7.73489566875631,7.38205262846644,7.38205262846644,7.68230897063899,7.70791347455429,7.90946490358753,7.73954057202614,7.70278987846937,7.70662113091051
"NR_024199",8.44939388656982,8.58214522445531,8.41200605394803,8.4642815851776,8.36347789935703,7.79345927812807,8.57590823032046,7.70791347455429,8.60295706246227,8.89419047432017,8.53505502269939,8.47211769828146
"NM_001077269",9.17132742511655,7.7721423711094,7.68422362081375,8.79216339264402,10.8874559865214,7.79345927812807,10.8723533169184,10.6141495967776,10.7383255223932,9.67835430202715,11.4784918639656,10.5182958803478
"NM_022780",10.609872165717,10.7473470571262,10.6170755492572,10.5823138284515,10.7823212036945,10.8183406490851,10.9482351787687,10.5929916020351,10.6743136076876,10.9027447664084,10.4791841999973,10.628283229442
"NR_039978",8.07066183551713,8.17568054652097,8.18518545765886,8.22288619443249,8.13712940007667,8.17053704815526,8.19770750398098,8.19839385358025,8.21811937165594,8.14280972299471,8.1271279778297,8.16658856164022
"NR_026777",8.99377632718985,9.33557792130049,9.02300620716482,9.08192838113115,9.19149788485179,9.18548433675972,9.589022679622,8.86306957982922,9.14862418674691,8.94596570406961,8.99567899683784,9.11681830125029
"NM_001185",7.38205262846644,7.38205262846644,7.97836439845695,7.38205262846644,7.38205262846644,7.89331370231568,7.38205262846644,7.38205262846644,7.38205262846644,7.38205262846644,7.38205262846644,7.96124283304956
"NR_073399",8.61161352160741,7.68347298157834,7.68422362081375,7.73489566875631,7.38205262846644,8.33409513679538,7.68230897063899,7.70791347455429,7.66642725412686,7.97354073447661,8.41326422107449,7.70662113091051
"NR_002711",7.97504130801363,8.09757655944706,7.93242329065783,8.04676752714625,8.04347256693788,8.07366670008022,8.04416314524609,8.04868129480142,7.99062066545839,8.00362908703906,8.04149416049123,8.04686773906571
"NR_110009",7.38205262846644,7.68347298157834,7.95678430038192,8.02365393345348,7.38205262846644,8.00325269805198,7.92995691315467,7.98801266102581,7.38205262846644,7.73954057202614,8.10200009051979,7.8553584575989
"NM_016094",9.98860219046057,10.0992287317824,9.85688930730565,9.82551363366765,9.96492573520699,9.93799718404082,10.1743028641441,9.99745159674126,10.1926769115886,9.99218103123831,9.95872042674789,10.2017401335854
"NM_001316973",9.17982429606852,9.12845860958913,8.68888772209051,7.73489566875631,7.86795281326558,7.79345927812807,9.15722111311347,9.39141744331353,7.66642725412686,7.73954057202614,8.20792642722807,7.8553584575989
"NR_024383",8.17283299856935,8.21459971957903,8.32995018114832,8.08668545714313,7.71742585086582,7.38205262846644,8.04416314524609,7.96290500868477,7.80820419906351,8.38218724403551,8.44558241487914,7.98630854925653
"NM_001100915",7.92924505856371,7.38205262846644,8.01550095216506,7.38205262846644,7.38205262846644,7.89331370231568,7.90191397025214,7.38205262846644,7.90946490358753,7.83413072323544,7.38205262846644,7.96124283304956
"NM_024997",8.92239644157686,9.0554151459378,8.85680502285959,8.7746363188376,8.95824433795825,8.75121534290587,9.23301393318089,9.07699135481996,8.8144047730569,8.86071503016902,9.20785983611225,8.4498751868664
"NM_004318",9.21828531574678,8.64425516914119,9.02685965363627,8.60437147594643,9.22475595181928,7.79345927812807,9.17269783032961,9.07022348618494,9.01464350496593,9.09316721099641,9.08865324164202,8.92691004856161
"NM_001301289",8.1061991088787,8.04584457322799,7.68422362081375,8.17674099754873,8.02312529359321,7.38205262846644,8.16525128454877,7.96290500868477,8.17805088423697,8.07407166508101,8.11489945472999,7.38205262846644
"NM_201554",7.6817564582512,8.4825329532777,9.02107547331827,8.74596426863394,9.28277810229588,8.38842364733388,7.68230897063899,8.89952428419039,8.84724513567031,7.73954057202614,7.70278987846937,8.89162736916832
"NM_170604",7.38205262846644,7.38205262846644,7.38205262846644,7.38205262846644,7.38205262846644,7.79345927812807,7.38205262846644,7.70791347455429,8.09304167243384,7.38205262846644,7.38205262846644,7.38205262846644
"NM_014426",8.71092641543007,9.54499754025441,8.77504695015137,10.1347449490128,10.7512265876267,10.2986490336856,10.2473565568204,10.546502785069,9.75598728240111,10.0693054712818,10.524274835598,10.0220630709135
"NM_001135179",10.3088472207923,9.95864699573935,10.3116066444094,9.93665008402665,10.1839516885428,10.0927485519979,10.1734513017993,9.96147242177646,10.1538862177895,10.0028064254954,10.2677189572793,9.95724370204299
"NM_001265605",11.3988044068649,8.09757655944706,10.880397358987,11.2872788492142,11.2544291569682,10.8467565221059,10.2594522275611,11.2345616708182,11.1284048286059,10.1063776368516,10.7607537062194,11.4935368302802
"NM_198883",8.0949585242987,7.90337491975279,8.17692658884524,8.12059871983767,8.23266049452984,7.79345927812807,8.10705178143928,8.26505439032985,8.02124229378333,8.00362908703906,8.14986296202882,8.21437291345317
"NM_175918",8.80265965233648,8.91758476993083,8.73661242913984,8.76397829296883,8.80369426576824,8.65059650177784,8.82046313125842,8.77808800933002,8.76837443535138,8.64301574631827,8.69072234460081,8.6062958578133
"NM_144662",7.6817564582512,7.68347298157834,7.38205262846644,7.73489566875631,7.71742585086582,7.79345927812807,7.68230897063899,7.38205262846644,7.66642725412686,7.38205262846644,8.1990868820843,7.38205262846644
"NM_001242506",7.38205262846644,7.68347298157834,7.68422362081375,7.73489566875631,7.71742585086582,7.79345927812807,7.38205262846644,7.70791347455429,7.66642725412686,8.12741491327291,7.70278987846937,7.70662113091051
"NM_001193635",7.38205262846644,7.95579453651494,7.90431684921004,7.73489566875631,7.38205262846644,7.38205262846644,7.95425960198817,7.38205262846644,7.38205262846644,7.38205262846644,7.92757564832922,7.89806942310973
"NR_046252",10.1166653948512,10.0919694248535,9.92425456854578,10.0693628753973,10.3851010776142,9.72662085436188,10.6867138093776,10.8012301359727,10.609124883798,10.2056714721764,10.9371406514557,10.4664909978719
"NR_026845",8.50892282209418,8.3935150122515,8.37309960623939,8.48587972328864,8.54121522258993,8.34559546076664,8.29986446106843,8.51707824698764,8.38416496994359,8.35363547095428,8.27730067649584,8.4018864123953
"NM_001128846",7.6817564582512,7.38205262846644,8.18518545765886,7.73489566875631,8.62290497239772,7.79345927812807,8.28309333941765,7.70791347455429,8.11262338642872,7.38205262846644,7.92757564832922,7.70662113091051
"NM_001130528",8.91831497691931,9.51125971810386,8.8677157661397,9.51908021410155,9.31610396889029,8.89797132145422,9.14681107602326,9.61404916225727,9.49279141400536,9.34639359093526,8.58866606597801,9.64307460664513
"NM_058180",8.60036862067362,8.61105555950347,8.69659156963269,8.65028646473545,8.76395744130406,8.24059743311114,9.08817745308088,8.86042358325223,8.83383566697249,8.64724098643889,8.86081738100189,8.68771666671344
"NM_001257139",8.17283299856935,7.38205262846644,7.38205262846644,7.38205262846644,7.38205262846644,7.38205262846644,7.77084923101671,7.38205262846644,7.80820419906351,7.38205262846644,7.38205262846644,8.02858258151024
"NM_030631",7.90122037819819,7.38205262846644,7.38205262846644,7.96772790127003,7.38205262846644,7.38205262846644,7.38205262846644,7.79923065327577,7.38205262846644,7.38205262846644,8.20792642722807,7.8553584575989
"NM_001170701",7.6817564582512,7.68347298157834,7.68422362081375,7.73489566875631,7.71742585086582,7.79345927812807,7.68230897063899,7.70791347455429,7.66642725412686,7.73954057202614,7.70278987846937,7.70662113091051
"NM_014009",7.6817564582512,7.68347298157834,7.68422362081375,7.73489566875631,7.71742585086582,7.79345927812807,8.01282349305516,7.70791347455429,7.66642725412686,7.38205262846644,7.70278987846937,7.70662113091051
"NM_024031",9.70745218885074,9.77926552013251,9.93959600761731,10.2112759699474,9.96753668645411,9.7831278713087,9.91487981393094,9.94927664052413,9.86349176320367,9.7504902465163,9.94227816956035,9.86128663523125
"NM_002927",8.93859477358532,8.77229252034806,8.47004198670664,7.88826091837686,8.45081012998332,7.79345927812807,8.27730746242994,7.70791347455429,8.28965998497576,8.23054611773555,7.70278987846937,8.38108964691234
"NM_033389",10.9082692752641,11.1742848577072,10.981459520637,9.90888470585366,9.94386571207047,11.0647146066845,10.7165236374518,10.4217320387759,10.2290262023563,10.6784747627088,9.94227816956035,10.8253789855852
"NM_014913",10.2736480651711,10.120791025132,10.0947247128141,9.95788035237611,9.90488934963246,10.0648325446826,10.0702049722053,9.99981855002831,10.0521175114543,10.4696710543884,10.050332820774,10.0471963795143
"NM_001080522",7.86786214930536,7.99676122298845,7.87086803190946,7.38205262846644,7.94588019861319,7.89331370231568,7.86853550597244,7.85686651298323,7.90946490358753,8.02980680031003,7.95631520393151,7.79780111415999
"NM_001304466",9.93960678482459,9.04978292516037,10.2063487726065,9.57529546944974,9.58730649481743,9.9891646708008,9.16239831881933,9.30169471808329,9.11316841643596,9.47467505436478,9.48705908039625,10.3497618846585
"NM_030636",8.27038403763666,8.41848215145831,8.23008526045582,7.38205262846644,8.31141395000989,8.22465170761629,8.01282349305516,8.26505439032985,8.08258606406367,8.25126581287472,8.16048841361342,8.42652589470796
"NM_015147",9.51565780714186,9.41958359732028,9.43615665745194,9.19393515859057,9.15286608141323,9.50100235614272,9.42207033688917,9.44826367598552,9.41001748195037,9.5220632748027,8.93958711136781,9.4893303933097
"NM_001257138",7.6817564582512,7.68347298157834,8.0469290316163,9.86940777385681,8.22355383424247,7.79345927812807,7.68230897063899,7.70791347455429,7.66642725412686,7.73954057202614,8.45001786467727,7.70662113091051
